titles,content
13 - Depurando o simbolo inicial na calculadora,"Title: 13 - Depurando o simbolo inicial na calculadora
Views count: 429
Publish date: 2020-03-27 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=HwNoIIfpJos

o ok pessoal tiago falando e de novo a gente vai falar rapidinho sobre activision é o que eu queria conversar em relação ao nosso vídeo anterior é uma questão que está aqui que vocês estão lembrados que comportamento que a gente tinha do programa era que quando eu tava entre em uma linha de entrada ele não executava essa regra 15 ok é bom o motivo que eu pelo que eu entendi é o seguinte quando a gente coloca essa regra assim sua instrução de por cento porcento igual força cifrão cifrão igual a cifra 12 é nosso programa vai ficar esperando um fim de fim de programa é uefi não é o l ok é um caractere especial de fim de arquivo mas quando a gente tira essa situação ele já fica esperando aqui o nosso fim de linha já executa é a pf sem querer propagar ainda mais nossa resultado na árvore ok então como vocês podem ver eu já testei isso antes de mostrar mas aí a gente fica dessa forma é 3 + 5 + 6 e repara que agora ele encontra o três depois enquanto cinco resolve três mais cinco encontros seis resolve 8 + 6 = 14 ok agora a gente pode fazer 70 mais fato mais fez mas tudo fez beleza e se eu faço alguma você bota algum pouquinho que eu não conheço ele da erro ok perfeito e a gente volta daqui a pouco mim para falar do algoritmo shift viu ok abraço"
14 - Precedencias no Yacc/Bison e Algoritmo Shift-Reduce,"Title: 14 - Precedencias no Yacc/Bison e Algoritmo Shift-Reduce
Views count: 459
Publish date: 2020-03-27 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=8Nyp1lhMu8Y

o ok pessoal tiago falando se você chegou até aqui você sabe que problemas invasão não precisa montar a árvore sintática explicitamente que a gente vai falar de algoritmo chamado tifty whisky permite fazer isso não só isso é como permite é fazer precedências você lembra que calcular por exemplo se eu chegar aqui se a gente calcula 3 + 5 x 2 isso aqui certinha a gente tem que calcular primeiro a multiplicação e depois da soma isso aqui vai dar 10 mais três e depois vai dar 13 ok eu faço que a gente fizesse na ordem que os outros aparecem você ia calcular 8x 2 16 ok que é aqueles desafios que vinha vão aparecendo no facebook só se você é muito muito muito inteligente você consegue resolver certo é bom como é que isso funciona no bazon o forno e aqui ok é assim como no lex o que você vai fazer é colocar as suas operações na ordem que você quer a presidência delas é você pode ter dois e ok e of dois quando eu faço desse jeito o ap-2 tem precedência sobre o off ou seja essa aparecer e off e off 2 e ele resolveu of 2d primeiro ok bom isso vai ser útil quando você for lá na frente fazer a sua multiplicação ok fazer o seu operador de multiplicação que ele deveria ter precedência sobre o operador de soma claro porque a matemática funciona assim é bom mas como que funciona essa e esse algoritmo que vai resolver essa e essas regras de precedência todas muito simples muito simples nada difícil pra caramba eu acho que eu acho que é uns algoritmos mais difíceis da computação mas ele é bastante genial também então enfim ele dá pra fazer o seguinte e vai ler um toque e vai por lá filha ok aí então vai ler outro tô querer e foi na filha e ler o toque e por na filha beleza aí ele leu próximo token e é dado esse talker eu posso resolver o que está na filha e se sim eu resolvo e foi lá na própria filha se não eu nem filho de novo ok é aí como aí como é o nome não tem operação completa aqui eu ponho mais uma filha vai crescer foi o próximo coloquei na vida também a então eu vou resolvendo a filha porque sofrendo cinco vezes 2 troco isso por um 10 e que acontece mais três que resolvo e vai dar um 13 ok eu vou fazer um exemplo um outro exemplo aqui vamos lá ps3 + 5 x 2 + 10 ok vamos lá passo 1 leia o próximo tem 31 oi leia o tópico seguinte dado esse tô aqui seguinte eu tenho o que tá no tá no topo da filha é tem eu posso eu posso resolver com segurança o que tá no topo da filha sem alterar o resto do pessoal da mesma espírito essa ou não fica nem tenho uma expressão né então eu me filho a beleza o próximo é 15 e aí eu tenho eu tenho operação completa aqui no topo da minha filha e é mais agora eu tenho uma operação de multiplicação na frente como eu tenho uma operação de multiplicação e multiplicação tem precedência sobre o treinar filha eu vou ter que resolver essa multiplicação antes beleza aí eu boto vezes bota o dois aí eu encontro mais na minha espiga de entrada é para o que eu tenho no topo da minha filha tem precedência sobre esse mais então posso resolver o que tá aqui no topo da minha filha ok então eu resolvo aqui e já desce aí eu posso então e fizesse mais e botar esse 10 aqui como eu acabei a minha expressão né acabei aqui eu tinha no fim de linha eu resolvi 10 mais 10 e 20 e mais três 23 aqui esse algoritmos tipos de dados basicamente você vai lendo tokens coloca os tons na filha se dado o próximo tô como que você vai ler você pode resolver a sua filha você resolve você fazer alteração que está no topo da sua filha você resolve senão você empilha ok a isso te permite fazer preferências permite fazer a presidência de parênteses e assim por diante de um grande desafio também é uma exercício muito legal é implementar uma calculadora que ele suporte a parênteses usando o bairro onde olé ok fica isso como exercício tá certo tenta bem no nosso material tem o algoritmo chifre de deus e aí no diagrama de blocos também você pode encontrar em muitos lugares da internet e tem muitas variações sobre sobre os tipos de medos ok algumas outras"
14 - Precedencias no Yacc/Bison e Algoritmo Shift-Reduce,"Title: 14 - Precedencias no Yacc/Bison e Algoritmo Shift-Reduce
Views count: 459
Publish date: 2020-03-27 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=8Nyp1lhMu8Y

a filha porque sofrendo cinco vezes 2 troco isso por um 10 e que acontece mais três que resolvo e vai dar um 13 ok eu vou fazer um exemplo um outro exemplo aqui vamos lá ps3 + 5 x 2 + 10 ok vamos lá passo 1 leia o próximo tem 31 oi leia o tópico seguinte dado esse tô aqui seguinte eu tenho o que tá no tá no topo da filha é tem eu posso eu posso resolver com segurança o que tá no topo da filha sem alterar o resto do pessoal da mesma espírito essa ou não fica nem tenho uma expressão né então eu me filho a beleza o próximo é 15 e aí eu tenho eu tenho operação completa aqui no topo da minha filha e é mais agora eu tenho uma operação de multiplicação na frente como eu tenho uma operação de multiplicação e multiplicação tem precedência sobre o treinar filha eu vou ter que resolver essa multiplicação antes beleza aí eu boto vezes bota o dois aí eu encontro mais na minha espiga de entrada é para o que eu tenho no topo da minha filha tem precedência sobre esse mais então posso resolver o que tá aqui no topo da minha filha ok então eu resolvo aqui e já desce aí eu posso então e fizesse mais e botar esse 10 aqui como eu acabei a minha expressão né acabei aqui eu tinha no fim de linha eu resolvi 10 mais 10 e 20 e mais três 23 aqui esse algoritmos tipos de dados basicamente você vai lendo tokens coloca os tons na filha se dado o próximo tô como que você vai ler você pode resolver a sua filha você resolve você fazer alteração que está no topo da sua filha você resolve senão você empilha ok a isso te permite fazer preferências permite fazer a presidência de parênteses e assim por diante de um grande desafio também é uma exercício muito legal é implementar uma calculadora que ele suporte a parênteses usando o bairro onde olé ok fica isso como exercício tá certo tenta bem no nosso material tem o algoritmo chifre de deus e aí no diagrama de blocos também você pode encontrar em muitos lugares da internet e tem muitas variações sobre sobre os tipos de medos ok algumas outras utilizações assim por diante mas essencialmente o que você precisa fazer em filha seu resultado até que ele tem a precedência sobre o que segue na string de entrada ok então é isso abraço pessoal é mais"
15 - Aplicações de Gramáticas Livres de Contexto,"Title: 15 - Aplicações de Gramáticas Livres de Contexto
Views count: 303
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=EeWTxEOfLtw

o ok pessoal tiago falando que a gente está caminhando para uma reta final o nosso curso de compiladores e hoje nós vamos falar de aplicações de gramáticas livres de contexto se você chegou até aqui você deveria saber que as gramáticas livres de contexto geram farinha desbalanceadas e na verdade você deveria ter sacado já que não é só aparente desbalanceadas eu posso balancear o que eu quiser ok inclusive eu posso balancear estruturas de parente desbalanceadas ok é bom e eu queria falar de duas aplicações que nós temos para gramáticas livres de contexto que eu já vou mostrar a primeira dela o xml ok que continua da seguinte forma e quando a gente tem um arquivo xml olha como é que ele tá funcionando eu tô sempre é abrindo uma série a em ok e depois eu estou fechando essa tag lá no fim então repara eu tenho table que é uma tabela dentro da tabela tem título no mesmo nível de título também tem que passar dela tem qual que são as colunas e aí então tem essa tag ph que eu sei morredor e deixava tão dentro de colunas ok então nós temos uma estrutura hierárquica de dados ok e para que isso é muito legal porque aí quando você vai fazer um programa você fala puxa me deu só os sei lá me deu só o título desta tabela e a gente já sabia exatamente como fazer esse par sem eu queria que atravessa de você vai cansar novamente usar um autômato com pilha e algum tipo de parça que vai validar esse processo todo a gente também consegue saber que o nosso chip ml está bem informado ok a gente consegue fazer um programa que vai dizer olha eu consigo passar a minha árvore eu consigo arrumar a minha árvore sintática inteirinha dessert arquivo xml que eu não encontro erros no meio do caminho ok beleza e o então xml é uma coisa que está sempre escrita usando conceitualmente da máquina aqui de contexto ok isso vale também para djeison é e vale também para algumas estruturas de dados em faltam que eu já vou colocar aqui aí ela eu preparei essa demonstração é para uma lista em python é você inicia você tem que balancear aqui né o colchete tem missão colchete e coloca tua cada número separado por vírgula ok você pode fazer inclusive uma lista de listas um ok já me dicionário em python você pode você coloca entre chaves e você coloca um monte de paris que são de chave e valor ok essa é a chave e esse é o valor é e eu vou imprimir aqui o nosso dicionário nossa lista só para a gente ter esse exemplo e é para como um dos elementos dessa lista essa lista ok e aqui eu tenho chaves o e valores daí então eu posso por exemplo criar uma lista uma outra lista que vai ser tanto a lista quanto o dicionário ok e agora vamos lá print me ver também entrou no primeiro aqui sempre me o que está acontecendo e é para agora eu queria uma lista cujos elementos são uma lista em ok e segundo elemento é um dicionário e agora você pode pensar puxa a lista então em cartão é só uma estrutura gerar dica ok que funcionar como uma gramática livre de contexto e para quê que eu vou querer uma lista de lista de dicionários de coisas tão tão tão diferentes você pode tá querendo aqui apresentar diversas formas de dados ok você talvez queira representar por exemplo posições de que geográficas em que houve um gol de escanteio lugares no mundo em que fizeram gols olímpicos e você tem que dizer lá o lugar geográfico e talvez você queira colocar outras informações como por exemplo a pessoa que fez o gol se foi de esquerda ou de direita e etc são informações assimétricas né mas que estão organizadas em forma de árvore é só então é sempre esse processo se você quer organizar informações na forma de uma árvore certo se a função de informações são hierárquicas por exemplo eu tenho meu país e ofender os estados e para cada estado eu vou ter cidade para cada cidade você bairro para cada bairro e vou ter curvas é uma boa ideia você começar a usar essas estruturas que são hierárquicas e ela seguir as pessoas têm que ser recursiva porque ela vier a instalação recursivas após fazer a recorrência por"
15 - Aplicações de Gramáticas Livres de Contexto,"Title: 15 - Aplicações de Gramáticas Livres de Contexto
Views count: 303
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=EeWTxEOfLtw

inicia você tem que balancear aqui né o colchete tem missão colchete e coloca tua cada número separado por vírgula ok você pode fazer inclusive uma lista de listas um ok já me dicionário em python você pode você coloca entre chaves e você coloca um monte de paris que são de chave e valor ok essa é a chave e esse é o valor é e eu vou imprimir aqui o nosso dicionário nossa lista só para a gente ter esse exemplo e é para como um dos elementos dessa lista essa lista ok e aqui eu tenho chaves o e valores daí então eu posso por exemplo criar uma lista uma outra lista que vai ser tanto a lista quanto o dicionário ok e agora vamos lá print me ver também entrou no primeiro aqui sempre me o que está acontecendo e é para agora eu queria uma lista cujos elementos são uma lista em ok e segundo elemento é um dicionário e agora você pode pensar puxa a lista então em cartão é só uma estrutura gerar dica ok que funcionar como uma gramática livre de contexto e para quê que eu vou querer uma lista de lista de dicionários de coisas tão tão tão diferentes você pode tá querendo aqui apresentar diversas formas de dados ok você talvez queira representar por exemplo posições de que geográficas em que houve um gol de escanteio lugares no mundo em que fizeram gols olímpicos e você tem que dizer lá o lugar geográfico e talvez você queira colocar outras informações como por exemplo a pessoa que fez o gol se foi de esquerda ou de direita e etc são informações assimétricas né mas que estão organizadas em forma de árvore é só então é sempre esse processo se você quer organizar informações na forma de uma árvore certo se a função de informações são hierárquicas por exemplo eu tenho meu país e ofender os estados e para cada estado eu vou ter cidade para cada cidade você bairro para cada bairro e vou ter curvas é uma boa ideia você começar a usar essas estruturas que são hierárquicas e ela seguir as pessoas têm que ser recursiva porque ela vier a instalação recursivas após fazer a recorrência por quantos níveis eu quiser ok e por isso que a gente usa muito xm-l muito jason e foi isso que a ser vista de pais não são tão poderosas ok sair é a grande flexibilidade de todas as formas de organizar nossos dados ok pessoal é então é isso até mais tarde tchau"
16 - Etapas de Compilação,"Title: 16 - Etapas de Compilação
Views count: 710
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=GZUK_RP137g

o ok pessoal tiago falando e nesse vídeo a gente vai dar continuidade ao nosso curso de compiladores falando sobre os estágios de compilação ok e se você chegou até aqui você já devia ter metido com flex para fazer análise léxica e como barizon para fazer análise sintática se você não faz a menor ideia do que é isso volta atrás e verifica o que que são essas coisas ok bom vamos lá então é a gente pega no livro-texto de compiladores ele vai te dizer o seguinte compilador começa com análise léxica o que nela vai entrar o seu código-fonte e vai sair aqui uma sequência de topic 1 e daí então vai fazer análise sintática oi e da análise sintática vai sair na árvore sintática e aí e depois você vai fazer uma análise chamada semântica tá certo análise semântica ela vai avaliar coisas como será que você é declarou todas as variáveis antes de usar ou será que você fez alguma alguma coisa que sintaticamente funciona mas que tem envolve tipos diferentes enfim esse tipo de coisa isso para ser ok bom depois disso você vai ter a primeira etapa de geração de código que a geração do código intermediário e depois as otimizações vão ser feitas todas aqui ok vão ser utilizações é nesse nível o hiper fim você vai girar o seu código objeto e o código a sempre ok o código objeto não na verdade a gente vai ver daqui a pouquinho seu código objeto é vamos pensar em cada uma dessas etapas análise léxica semântica é sintática e semântica isso aqui de acordo com o livro-texto em linha reta não é tão em linha reta assim o próprio gc de vez em quando usa a semântica para resolver alguns toques que são amigos ok é ser mais mais algumas construções que são ambíguas e tão assim ele chega até análise semântica para resolver análise léxica também em si e pelo menos no gc quem vai quem interage aqui análise léxico-sintática não são duas etapas separadas na verdade o analisador sintático fica fingindo tom que nos novos para o léxico ok e a gente vai ver esse processo acontecendo tá certo amor a bíblia aqui o pai essa caneta não tá legal não é e aí e aí e aí e oque é bom analisar analisador semântico também interage com o léxico ea partir daqui a gente gera código intermediário para que vão passar uma reta aqui porque daqui para cima daqui para baixo são jeito de pensar bem diferentes para que que serve código intermediário gerar um código é fazer uma compilação significa que você pegou o código-fonte ok e gerou um código assembly ou um código em linguagem de máquina direto ok seja nove na verdade você já era o assembly e o montador gera o código de máquina em linguagem de máquina ainda ninguém binário você quer fazer essa ligação sendo que o que você escreveu nesse código fonte em ser ou em ser mais mais ou em qualquer linguagem que você queira compilar se a gente valente ao que você vai executar nesse pode e aqui como que eu sei que isso é sempre possível vocês estão lembrados da daquela escala né daqui daqueles níveis de linguagem do chomsky ser mais mais ou cê é touring completo os códigos objetos os códigos binários é assim linguagem de máquina arquiteturas a vr arm x86 e etc também são touring completos isso significa que sim existe sempre uma equivalência tudo que esse consegue fazer esse consegue fazer não sei como ainda é só processo do compilador mas imagina que há você tem um montão de linguagem você tem 10 linguagens na sua vida aí você foi lá e tinha três arquiteturas e você é que eu tô mais uma ok quando você inventar sua criatura nova você vai ter que fazer compiladores das linguagens todas fácil arquitetura um ok o que quer dizer que você vai ter que ao fazer uma arquitetura nova você vai ter que estudar todas as linguagens fazer compilador está todas as linguagens é isso se você não usa né o código intermediário se você usar o código intermediário você faça até a seguinte situação sempre que você faz uma arquitetura nova você só precisa de entender como converte esse código intermediário para o seu código assembly mas como que eu sei que vai ser"
16 - Etapas de Compilação,"Title: 16 - Etapas de Compilação
Views count: 710
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=GZUK_RP137g

aqui o pai essa caneta não tá legal não é e aí e aí e aí e oque é bom analisar analisador semântico também interage com o léxico ea partir daqui a gente gera código intermediário para que vão passar uma reta aqui porque daqui para cima daqui para baixo são jeito de pensar bem diferentes para que que serve código intermediário gerar um código é fazer uma compilação significa que você pegou o código-fonte ok e gerou um código assembly ou um código em linguagem de máquina direto ok seja nove na verdade você já era o assembly e o montador gera o código de máquina em linguagem de máquina ainda ninguém binário você quer fazer essa ligação sendo que o que você escreveu nesse código fonte em ser ou em ser mais mais ou em qualquer linguagem que você queira compilar se a gente valente ao que você vai executar nesse pode e aqui como que eu sei que isso é sempre possível vocês estão lembrados da daquela escala né daqui daqueles níveis de linguagem do chomsky ser mais mais ou cê é touring completo os códigos objetos os códigos binários é assim linguagem de máquina arquiteturas a vr arm x86 e etc também são touring completos isso significa que sim existe sempre uma equivalência tudo que esse consegue fazer esse consegue fazer não sei como ainda é só processo do compilador mas imagina que há você tem um montão de linguagem você tem 10 linguagens na sua vida aí você foi lá e tinha três arquiteturas e você é que eu tô mais uma ok quando você inventar sua criatura nova você vai ter que fazer compiladores das linguagens todas fácil arquitetura um ok o que quer dizer que você vai ter que ao fazer uma arquitetura nova você vai ter que estudar todas as linguagens fazer compilador está todas as linguagens é isso se você não usa né o código intermediário se você usar o código intermediário você faça até a seguinte situação sempre que você faz uma arquitetura nova você só precisa de entender como converte esse código intermediário para o seu código assembly mas como que eu sei que vai ser mais fácil bom código intermediário uma espécie de próprio a sempre ok vocês tão devem ter visto já em algum momento da vida assembled a vr e a sempre digita 86 assemble the arm e eles são diferentes na sentar-se mas eles são basicamente equivalentes tem instruções para carregar coisas em registrador tem instrução para fazer soma para fazer subtração algumas arquiteturas como a siena lx né tem instruções mais avançadas por exemplo em x86 usar casa que modernas podem ver energias tem essa situação vetoriais que já é uma instrução assembler só que ela opera é uma faixa grande da metade memória que serve para fazer produtos vetoriais e fazer gráficos mais rápido na época no começo dos anos 2000 e o fim dos anos 90 isso era o máximo para fazer gráficos rápidos beleza então e isso é como as coisas acontecem no livro é para que as otimizações ficam depois do código intermediário antes do a sempre e por quê que isso não acontece na prática porque tem algumas arquiteturas que tem instruções específicas para lidar com algumas situações então veja você tem que saber que tipo de arquitetura você tá chegando é no fim das contas quer dizer para qual tipo de arquitetura você está gerando seu código antes de girar todas as últimas ações possíveis embora muitos sejam é possível se fazer antes de saber arquitetura final por isso que ela tá aqui no livro ok e por fim você já era o seu código a sempre quase numa conversão então beleza tá certo mas então vamos trabalhar um pouquinho como gc é mesmo ok vamos lá cadê ele cadê minha tela tá aqui e é bom o que a gente vai fazer aqui no nosso da nossa demonstração vai ser criar um código fonte bem pequenininho ok e aí nem pontos e a gente vai botar lá em ti nem in return 0 ok bom é todo mundo já deve ter visto que tá compilar isso você faz assim ok já se você trace o homem nem ponto você beleza ele gerou lá o nosso executável que não faz nada porque a única função dele é retornar 0 tá certo vamos então causar um erro léxico ok vocês estão"
16 - Etapas de Compilação,"Title: 16 - Etapas de Compilação
Views count: 710
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=GZUK_RP137g

mais fácil bom código intermediário uma espécie de próprio a sempre ok vocês tão devem ter visto já em algum momento da vida assembled a vr e a sempre digita 86 assemble the arm e eles são diferentes na sentar-se mas eles são basicamente equivalentes tem instruções para carregar coisas em registrador tem instrução para fazer soma para fazer subtração algumas arquiteturas como a siena lx né tem instruções mais avançadas por exemplo em x86 usar casa que modernas podem ver energias tem essa situação vetoriais que já é uma instrução assembler só que ela opera é uma faixa grande da metade memória que serve para fazer produtos vetoriais e fazer gráficos mais rápido na época no começo dos anos 2000 e o fim dos anos 90 isso era o máximo para fazer gráficos rápidos beleza então e isso é como as coisas acontecem no livro é para que as otimizações ficam depois do código intermediário antes do a sempre e por quê que isso não acontece na prática porque tem algumas arquiteturas que tem instruções específicas para lidar com algumas situações então veja você tem que saber que tipo de arquitetura você tá chegando é no fim das contas quer dizer para qual tipo de arquitetura você está gerando seu código antes de girar todas as últimas ações possíveis embora muitos sejam é possível se fazer antes de saber arquitetura final por isso que ela tá aqui no livro ok e por fim você já era o seu código a sempre quase numa conversão então beleza tá certo mas então vamos trabalhar um pouquinho como gc é mesmo ok vamos lá cadê ele cadê minha tela tá aqui e é bom o que a gente vai fazer aqui no nosso da nossa demonstração vai ser criar um código fonte bem pequenininho ok e aí nem pontos e a gente vai botar lá em ti nem in return 0 ok bom é todo mundo já deve ter visto que tá compilar isso você faz assim ok já se você trace o homem nem ponto você beleza ele gerou lá o nosso executável que não faz nada porque a única função dele é retornar 0 tá certo vamos então causar um erro léxico ok vocês estão lembrados que é fiel declarar uma uma variável eu uso essa estrutura certo eu declaro o tipo dela primeiro e depois o nome mas o nome da variável não pode começar com um número então vamos tentar ver o que que vai acontecer e olha só ele entendeu é isso era um inteiro com o sufixo é igual porque veja esse 123 e é parece que vai ser um inteiro pela análise de expressão regular isso aqui é um sufixo para o inteiro ok ele entendeu que deveria ser um sufixo e isso não foi certo beleza então vamos colocar o nosso nome da variável de um jeito que ele não vai se confundir com o cliente ok então nem nome beleza agora veja toda linha de código em c ela tem que terminar com um ponto e vírgula que acontece se eu tivesse ponto e vírgula e aí e é para ele esperava alguma coisa errada quer dizer alguma coisa que eu não coloquei porque que isso aconteceu e aí é porque faz muito sentido é em algum momento gcct lá na análise sintática dele alguma regra de pedir informação que diz uma linha de código é um monte de coisas terminado por um ponto e vírgula ok então como ele não achei esse ponto e vírgula e começou achar coisas de outra linha de código ele falou olha essas duas linhas de código tão esquisitas eu não consigo ver um ponto e vírgula no meio como não tem esse ponto e vírgula isso passou a ser interpretado como uma lei a única de código na qual a construção simpaticamente não faz sentido tá certo né oi ok bom vamos lá e agora por sim vamos causar um erro analisador semântico ok que vai ser o seguinte meu amigo há 31 e é para agora assim táxi de está certa todos os tokens funcionam mas nunca declarei em nome e ele tá me dizer nome andecler ok é isso é um erro apontado pelo analisador semântico perfeita ok pessoal eu vou encerrar esse vídeo agora volto daqui a pouquinho para falar sobre o e como que as a gente pode visualizar as saídas assembly né do hoje dois gc e como que a gente compila nosso código aos pouquinhos ok abraço até daqui a pouquinho"
17 - Etapas de Compilação no GCC,"Title: 17 - Etapas de Compilação no GCC
Views count: 463
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=xE9piuD5rOg

o ok pessoal tiago falando e esse vídeo continua nossa discussão sobre etapas de compilação e se você não sabe ainda que compiladores tem etapas é melhor você voltar para o vídeo imediatamente anterior a esse é porque lá eu falo sobre as etapas da compilação e a gente estava até um tempo atrás discutindo como fazer cada etapa do seu compilador de era erros para a gente saber que tipo de erro que eu tô tendo ok é bom agora a gente vai ver quais são as saídas intermediárias aqui do nosso compilador ok e o gc permite acesso a isso da seguinte forma a falar com pilão dias e trace o homem vem pontos e isso a gente já fez e aí você foi lá 600 ele vai salvar os nossos arquivos temporários e eu deixei o meu erro sem consertar ele perfeito e aí e aqui desse eu tava no nosso programa anterior é perfeito fiz isso e agora meu gc gerou aqui o nem pontue meio ponto ó e nem com.st aqui são essas coisas vamos lá mesmo meio ponto ir nem.io é é o que foi gerado depois do pré-processador lembra quando você faz é definir yfdf e etc não esquece definir e fizesse assim por diante pois é ele vai para salvador vai literalmente pegar isso tudo e substituindo no seu código vou fazer um exemplo aqui eu vou falar definir in return 0 e aqui eu vou colocar filme ok é para que eu já coloquei esse ponto e vírgula aqui faz parte do da string que foi definida sempre que eu escrever xin ele vai trocar o processador vai trocar porque turn zero ponto e vírgula ok vamos ver isso acontecendo e aí é itala ok meu bertoni zero apareceu aqui ok ou a seguir nós temos um meio ponto s que é o código assembly em linguagem assembly que foi gerada para fazer o meu homem ok a gente vai ver fica isso tudo depois e depois a gente vai ter esse meio ponto ó nem pontuam arquivo binário tem um código-objeto tá certo cifra vendo para ver o conteúdo dele a gente vai usar esse esse problema aqui ó brilhante trás ué se nem ponto ó e a gente vê aqui só isso aqui tudo que é que tá acontecendo veja que a gente tem uma sessão é até o nosso código assembly tem um rótulo man e o rótulo meio começa a comum ele faz um monte de coisas e retorna ok é é para que isso é uma função se é uma função e se eu tivesse mapeado para uma sub-rotina é no código assembly ou seja sempre que eu chamo uma função é nosso programa vai fazer um monte de coisas entre elas call a função com o acho que arma é um tipo de brent especial e a função termina como isso são tipo return que no caso aqui a gente está fazendo uma corrente que ok o recorrente que é e a esse código ponto ó ele não é executável ainda ok ele é um pré executável é agora para ver o que que tem no executável dá uma olhada só no meio executável mesmo e tem um montão de coisas a gente vai falar delas mais para frente do curso mais entre essas coisas todas tem lá o nosso código do meio da função meio que então tem um montão de coisas antes um montão de coisas depois e a gente vai falar disso em breve sobre isso também é veja aqui no e no meio pontue eu já encontro meu gc colocou para mim o entulho que eu nem tinha colocado ok ele vai falar olha eu preciso desse rtvc para idest.com pagar que é onde você já vai encontrar um monte de coisas relacionadas às bibliotecas padrões de ser tá certo bom e e agora eu vou encerrar esse vídeo agora na no vídeo seguinte eu vou falar sobre o que que eu faço com ponto ó ok para que que serve esse meio ponto ó na minha vida além de ser alguma coisa que eu posso além de ser parte do processo de compilação ok a gente já volta rapidinho abraço"
18 - Compilando programas por etapas,"Title: 18 - Compilando programas por etapas
Views count: 232
Publish date: 2020-04-01 00:00:00
Author: Tiago Tavares
Description: Unknown
Link video: https://www.youtube.com/watch?v=bvlIOVepEhY

o ok pessoal tiago falando e dando aqui seguimento ao nosso a nossa discussão sobre compiladores e a sobre como usar o gc né como que o gc call operando o processo de compilação é eu fiquei de falar sobre aquele arquivo ponto ó ok aquele nosso meio ponto ó para que que ele vai servir a gente tem um problema que é que às vezes a gente trabalha em equipe e isso não é um problema por si mas veja se você trabalha aqui que gostei de coordenar esse trabalho aqui em várias situações é a partir daí que faz um pedaço do seu programa outra outro pedaço da que faz outra parte e compilar pode levar algum tempo tá certo então eu vou fazer uma pequena simulação zinho aqui de alguma coisa que poderia ter sido feito por aqui ok vou chamar de criar o lipe um ponto que eu vou chamar eu vou colocar uma função voz de bill 1 o que ela vai dizer ah eu vou colocar aqui em tud e esta de aí o consagrado a oi e ele vai dizer simplesmente olá live 1 oi ok e quando eu faço uma biblioteca cinco pontos e eu devia fazer uma rede wi-fi ou também ok quando eu faço um header files eu vou definir cabeçalhos de funções eu faço isso já vou explicar por que é usando o próprio gc ok a ideia do header files é você simplesmente colocar os cabeçalhos das funções que você vai depender para a live 11 pontos e que recebe nada uma prática boa no seu perfil é você colocar uma armadura de feed f if ndf live 1h definir lib hum h u e é difícil para que que serve porque você vai depois fazer inclusive decidir um pão pagar ok se você não colocar essas armaduras em algum momento talvez você inclusive um ponto h em dois momentos diferentes do seu código se você fizer isso é seu analisador semântico vai dizer olha você já declarou esse símbolo antes travei ok e voz dele viu um ponto você não é isso foi voz dele dê um ok por favor corrijam quando eu estiver redondamente errada lá na live um pode ser se você quer também incluiu deviam completo o ok perfeito agora é vamos lá no nosso meio ponto cedo um táxi eu faço including live um ponto h e chama o meu live 11 e oque é para a função foi declarado aqui nesse header files beleza e agora eu posso fazer o seguinte eu posso fazer se você já deve ter feito isso algum momento da sua man live 11 pontos e nem ponto ser oi e aí ele funciona claro que funciona só que pode ser que eu demore muito para compilar esse vi um ok eu não quero ficar recon filando meu livrinho eu posso recompilar somente olive 1.6 gerando somente olive um ponto ó ok e aí então quando eu for compilar aí repara eu deixo esse livrinho um ponto aqui pertinho aqui não recompile aí quando eu for recompilar o meu bebê o meu bem eu confiro junto com o olho de um ponto ó ok a e agora repara o que o pessoal que estava desenvolvendo mente esse sofá e do código compilado do líder um ponto ó e do header files ok bom é deixa eu ver então você pode ir fazendo a sua confirmação por etapas literalmente quer dizer além de ter as etapas de confirmação o seu programa pode ser compilado em etapas relativas ao programa e agora veja ia ser muito legal se eu conseguir saber será que alteraram o código fonte do livro e um ponto c ou será que não porque se alteraram eu quero recompilar mas se não alteraram eu não quero recompilar será que eu vou conseguir um jeito de saber se eu deveria ou não re compilar e gerar de novo meu de vi um ponto ó é e o fato de eu ter perguntado isso indica que sim então no próximo vídeo a gente vai falar sobre make fácil ok nem que saiu que é quando você vai lá de também que no computador e ele compilou tudo para você ok é tão próximo vídeo meio que saiam abraço pessoal até mais"
